fda_id,pat_id,doc_full_text,pat_full_text,label
P870036,11504469,"Catheters, Transluminal Coronary Angioplasty, Percutaneous. 2 Classification; PTCA balloon ca ter; PTCA ca ter; Standard PTCA Ca ter - 1 Identification b Cutting/scoring PTCA Ca ter - 1 Identification; balloon; ca ter features; coronary ischemia; cutting/scoring PTCA ca ter; fluoroscopic visualization; graft stenosis; high pressure balloon resistant lesion; myocardial perfusion; premarket; single double lumen shaft type; § 870.1e","Reed switch detection for IV pump tube calibration. A system and method for calibrating an IV pump infusion system tube comprises a fluid source, an infusion system comprising, an IV pump, a drive unit, a chamber with known constant volume, a control unit, and IV tubing with a known inner diameter tolerance, and a switch and magnetic floating object. The system administers medicinal fluid, calculates the flow rate of the medicinal fluid in the chamber by measuring the time the switch is activated as medicinal fluid rises in the chamber, compares the calculated flow rate with a set flow rate of the IV pump input in the control unit prior to infusion, and adjusts the IV pump and flow rate based on the compared deviations for more accurate delivery to a patient. This configuration may provide a more precise delivery rate of medicinal fluid, preventing harm to the patient and waste of medicine.",0
P020009,5997508,"STENT, CORONARY. EXPRESS AND EXPRESS2 MONORAIL AND OVER- -WIRE CORONARY STENT SYSTEMS. SE DEVICES ARE INDICATED FOR IMPROVING CORONARY LUMINAL DIAMETER IN FOLLOWING, 1) PATIENTS WITH SYMPTOMATIC ISCHEMIC DISEASE ASSOCIATED WITH STENOTIC LESIONS IN NATIVE CORONARY ARTERIES (LENGTH < 18 MM) WITH A REFERENCE VESSEL DIAMETER OF 3.0 TO 5.0 MM. 2) TREATMENT OF ABRUPT OR THREATENED ABRUPT CLOSURE (AC/TAC) IN PATIENTS WITH FAILED INTERVENTIONAL RAPY IN LESIONS IN NATIVE CORONARY ARTERIES OF 2.25 TO 5.0 MM (INCLUSIVE) IN DIAMETER AND < 30 MM LONG. LONG-TERM OUTCOME (BEYOND 6 MONTHS) FOR THIS PERMANENT IMPLANT IS UNKNOWN AT PRESENT.","Expandable percutaneous introducer sheath.  An expandable percutaneous introducer sheath is disclosed which can be selectively enlarged to accommodate a range of sizes of interventional devices. The introducer sheath can retain an enlarged size without requiring an additional support member. The introducer sheath comprises an outer tube which contains expandable gaps along the length of the outer tube, expandable leaflets which are connected to the outer tube, an inner tubular member which is insertable into the outer tube, and a detent means to retain the enlarged size of the outer tube. The outer tube has a cross-sectional profile which is both kink resistant and minimizes the size of the puncture wound in the vasculature by providing a helix in the outer tube. An inner tubular member is inserted into the lumen of the outer tube and, because of the interference fit of the lumen outer tube to the outer diameter of the inner tubular member, the lumen of the outer tube enlarges at the expandable gaps. ",0
P980037,6875193,"CATHETER, CORONARY, ATHERECTOMY. AngioJet Rheolytic(TM) Thrombectomy system (AngioJet Drive Unite, AngioJet Pump Set, and AngioJet Rheolytic(TM) Thrombectomy LF140 Ca ter). removing thrombus in treatment of patients with symptomatic coronary artery or saphenous vein graft lesion in vessels > 2.0mm in diameter prior to balloon angioplasty or stent placement.","Rapid exchange fluid jet thrombectomy device and method. A rapid exchange fluid jet thrombectomy device for removal of thrombus or unwanted tissue debris from a vein, artery or the like. The device includes a semi-rigid intermediate tube between a proximal and a distal exhaust tube which accommodates a guidewire tube exit located along the catheter at less than one-half the length of the catheter measured from the catheter most distal point. Such a location of the guidewire is convenient for maneuvering and longitudinal advancement of the guidewire, as well as maneuvering and longitudinal advancement of the catheter by one practitioner.",1
P960013,10299949,"Drug Eluting Permanent Right Ventricular (RV) Or Right Atrial (RA) Pacemaker Electrodes. TENDRIL DX MODELS 388T/K ENDOCARDIAL, STEROID ELUTING, SCREW-IN PACING LEADS AND VENTRITEX ASSURE(TM) AFS MODELS 7010T/K ENDOCARDIAL, STERIOID ELUTING SCREW-IN PACING LEADS. SE DEVICES ARE INDICATED FOR USE IN COMBINATION IWTH A COMPATIBLE PULSE GENERATOR TO PROVIDE PERMANENT PACING AND SENSING IN EI R ATRIUM OR VENTRICLE.","Release device for releasing a medical implant from a catheter, and catheter. A release device for releasing a medical implant from an insertion device, in which the implant can be released by a relative movement between a first and a second insertion element, wherein the insertion device has a proximal end, which faces the user during use, and a distal end, which is distanced from the user during use. Between the proximal and the distal end, a shortening region is provided, in which, when generating a targeted relative movement between the first and the second insertion element of the insertion device, a length of at least one of the insertion elements between the proximal end and the distal end can be shortened.",0
P190015,7942928,"SYSTEM, ENDOVASCULAR GRAFT, AORTIC ANEURYSM TREATMENT. TREO® Abdominal Stent-Graft System. use in endovascular treatment of patients with infrarenal abdominal aortic and aorto-iliac aneurysms with following characteristics, 1. Adequate iliac or femoral access compatible with required delivery systems and accessories; 2. Proximal aortic landing zone with, 2a. Infrarenal landing neck length of >= 15mm; 2b. Aortic neck diameters >= 17 mm and <= 32 mm; 2c. Suprarenal neck angle of <= 45 degrees; 2d. Infrarenal neck angle of <= 60 degrees. 3. Distal iliac landing zone with, 3a. an inside diameter of 8 mm - 13 mm and a length of >= 10 mm; or 3b. an inside diameter of > 13 mm - 20 mm and a length of >= 15 mm.4. Minimum overall AAA treatment length (proximal landing location to distal landing location) of 13 cm; and5. Minimum overall length from lowest renal artery to aortic bifurcation of 9 cm.","Valve aptation assist device. An apparatus including a tether, and an aptation device coupled to the tether at a position corresponding to a location to contact cusps of an atrioventricular valve during systole, wherein the tether and aptation device are suitable for percutaneous delivery to a patient. An apparatus including a support annulus comprising a length corresponding to a circumference of one of an interior portion of an atrium and an atrioventricular valve annulus; and an aptation device coupled to the support annulus corresponding to a location to contact cusps of an atrioventricular valve during at least one of systole when the support annulus is seated in one of an atrium and an atrioventricular valve annulus, wherein the support annulus and aptation device are suitable for percutaneous delivery to a patient. Also, a method of introducing an aptation device to contact cusps or leaflets of an atrioventricular valve.",0
P050025,8303646,"STENT, CAROTID. ENDOTEX NEXSTENT. TREATMENT OF PATIENTS AT HIGH RISK FOR ADVERSE EVENTS FROM CAROTID ENDARTERECTOMY WHO REQUIRE CAROTID REVASCULARIZATION AND MEET CRITERIA OUTLINED BELOW, 1) PATIENTS WITH NEUROLOGICAL SYMPTOMS AND >=50% STENOSIS OF COMMON OR INTERNAL CAROTID ARTERY BY DUPLEX ULTRASOUND OR ANGIOGRAM OR PATIENTS WITHOUT NEUROLOGICAL SYMPTOMS AND >=80% STENOSIS OF COMMON OR INTERNAL CAROTID ARTERY BY ULTRASOUND OR ANGIOGRAM, AND 2) PATIENTS MUST HAVE A REFERENCE VESSEL DIAMETER WITHIN RANGE OF 4MM AND 9MM AT TARGET LESION AND A STENOSIS LESS THAN 30MM IN LENGTH.","Conformable stent structure and method of making same. A stent (10) is provided with a plurality of stent rings (12) formed of a plurality of interconnected struts (14). Adjacent stent rings (12) are coupled to one another by a plurality of tie bars (16). Within each tie bar (16) there is provided a hinge (36) which facilitates the curving of the stent (10) in its longitudinal direction and minimizes the generation of returning force to a non-curved configuration by the stent (10). The hinge could, for example, be formed by heat treating a portion of the tie bar (16). This arrangement is particularly suitable for stents or other medical devices intended to be placed in delicate vessels, such as cerebral vessels.",0
P020009,6896696,"STENT, CORONARY. EXPRESS AND EXPRESS2 MONORAIL AND OVER- -WIRE CORONARY STENT SYSTEMS. SE DEVICES ARE INDICATED FOR IMPROVING CORONARY LUMINAL DIAMETER IN FOLLOWING, 1) PATIENTS WITH SYMPTOMATIC ISCHEMIC DISEASE ASSOCIATED WITH STENOTIC LESIONS IN NATIVE CORONARY ARTERIES (LENGTH < 18 MM) WITH A REFERENCE VESSEL DIAMETER OF 3.0 TO 5.0 MM. 2) TREATMENT OF ABRUPT OR THREATENED ABRUPT CLOSURE (AC/TAC) IN PATIENTS WITH FAILED INTERVENTIONAL RAPY IN LESIONS IN NATIVE CORONARY ARTERIES OF 2.25 TO 5.0 MM (INCLUSIVE) IN DIAMETER AND < 30 MM LONG. LONG-TERM OUTCOME (BEYOND 6 MONTHS) FOR THIS PERMANENT IMPLANT IS UNKNOWN AT PRESENT.","Flexible and expandable stent. In one embodiment of the invention, a stent may be provided comprising a first undulating band comprising a series of alternating first peaks and first troughs and a second undulating band comprising a series of alternating second peaks and second troughs. The first undulating band has a first wavelength and a first amplitude and the second undulating band has a second wavelength and a second amplitude where the second amplitude is different from the first amplitude and the second wavelength is different from the first wavelength. A plurality of longitudinally oriented first connectors extend between the first peaks and second peaks.",1
P120006,9549829,"SYSTEM, ENDOVASCULAR GRAFT, AORTIC ANEURYSM TREATMENT. OVATION ABDOMINAL STENT GRAFT SYSTEM. TREATMENT OF PATIENTS WITH ABDOMINALAORTIC ANEURYSMS HAVING VASCULAR MORPHOLOGY SUITABLE FOR ENDOVASCULAR REPAIR, INCLUDING, 1) ADEQUATE ILIAC/FEMORAL ACCESS COMPATIBLE WITH VASCULAR ACCESS TECHNIQUES, DEVICES, AND/OR ACCESSORIES; 2) NON-ANEURYSMAL PROXIMAL AORTIC NECK, A) WITH A LENGTH OF AT LEAST 7 MM PROXIMAL TO ANEURYSM; B) WITH AN INNER WALL DIAMETER OF NO LESS THAN 16 MM AND NO GREATER THAN 30 MM; AND C) WITH AN AORTIC ANGLE OF <= 60 DEGREES IF PROXIMAL NECK IS >= 10 MM AND <=45 DEGREES IF PROXIMAL NECK IS <10 MM. 3) ADEQUATE DISTAL ILIAC LANDING ZONE, A) WITH A LENGTH OF AT LEAST 10 MM; AND WITH AN INNER WALL DIAMETER OF NO LESS THAN 8 MM AND NO GREATER THAN 20 MM.","PTFE layers and methods of manufacturing. Single, continuous PTFE layers having lateral zones of varied characteristics are described. Some of the lateral zone embodiments may include PTFE material having little or no nodal and fibril microstructure. Methods of manufacturing PTFE layers allow for controllable permeability and porosity of the layers, in addition to other characteristics. The characteristics may vary from one lateral zone of a PTFE layer to a second lateral zone of a PTFE layer. In some embodiments, the PTFE layers may act as a barrier layer in an endovascular graft or other medical device.",1
P160008,8209007,"Automated External Defibrillators (Non-Wearable). HeartSine samaritan® PAD 350P (SAM 350P), PAD 360P (SAM 360P), and PAD 450P (SAM 450P) public access automated external defibrillators and battery/electrode accessories. se AEDs are indicated for use on victims of cardiac arrest who are exhibiting following signs, 1) Unconscious; 2) Not breathing; and 3) Without circulation (without a pulse) devices are intended for use by personnel who have been trained in ir operation. Users should have received training in basic life support/AED, advanced life support or a physician-authorized emergency medical response training program. devices are indicated for use on patients greater than 8 years old or over 55 lbs. (25 kg) when used with adult Pad-Pak (Pad-Pak-01 or Pad-Pak-07). y are indicated for use on children between 1 and 8 years of age or up to 55 lbs. (25 kg) when used with Pediatric-Pak (Pad-Pak-02).",. ,1
P160026,10610234,"Automated External Defibrillators (Non-Wearable). LIFEPAK® 1000 Defibrillator, LIFEPAK® 1000 Defibrillator Lithium-ion Rechargeable Battery, LIFEPAK® 20 Defibrillator/ Monitor (Refurbished), LIFEPAK® 20e Defibrillator/ Monitor, LIFEPAK® 15 Monitor/Defibrillator, and LIFEPAK® Lithium-ion Rechargeable Battery (for use with LIFEPAK® 15 Monitor/Defibrillator) se devices are follows, LIFEPAK® 1000 Defibrillator defibrillator is to be used in AED mode only on patients who are in cardiopulmonary arrest. patient must be unresponsive, not breathing normally, and showing no signs of circulation. defibrillator may be used with standard defibrillation pads only on adults and children who are 8 years old or more or who weigh more than 25 kg (55 lbs). defibrillator may be used on children who are less than 8 years old or weigh less than 25 kg (55 lbs) with Infant/Child Reduced Energy Defibrillation Electrodes.LIFEPAK® 20/20e Defibrillator/Monitors AED mode is to be used only on patients in cardiopulmonary arrest. patient must be unconscious, pulseless, and not breathing normally before using defibrillator to analyze patient's ECG rhythm. In AED mode, LIFEPAK® 20 and LIFEPAK® 20e defibrillator/monitor is not intended for use on pediatric patients less than 8 years old. LIFEPAK® 15 Defibrillator/Monitors AED mode is to be used only on patients in cardiopulmonary arrest. patient must be unconscious, pulseless, and not breathing normally before using defibrillator to analyze patients ECG rhythm. In AED mode, LIFEPAK® 15 monitor/defibrillator is not intended for use on pediatric patients less than 8 years old.","Open-close-repeatable rotatable hemoclip for the gastrointestinal tract with electrocoagulation. An open-close-repeatable rotatable hemoclip for the gastrointestinal tract with electrocoagulation is provided by the present invention, including a clamping assembly, a tightening assembly, an insulating outer tube assembly and a handle assembly. The clamping assembly is rotatable and open-close-repeatable under actions of the handle assembly, the insulating outer tube assembly and the tightening assembly. An electrode is arranged inside the handle assembly. The electrode is electrically connected to the clamping assembly through the insulating outer tube assembly and the tightening assembly. The hemoclip of the present invention can be easily rotated inside the human body according to various angle requirements. When a flaky and irregular bleeding occurs, a high frequency electric power can be introduced for an electrocoagulation hemostasis.",0
P040002,10660775,"SYSTEM, ENDOVASCULAR GRAFT, AORTIC ANEURYSM TREATMENT. ENDOLOGIX POWERLINK SYSTEM. POWERLINK SYSTEM BIFURCATED MODELS AND PROXIMAL CUFF AND LIMB EXTENSION ACCESSORIES ARE INDICATED FOR ENDOVASCULAR TREATMENT IN PATIENTS WITH AAA. ENDOLOGIX POWERLINK SYSTEM IS INDICATED FOR PATIENTS WITH SUITABLE ANEURYSM MORPHOLOGY FOR ENDOVASCULAR REPAIR, INCLUDING, 1) ADEQUATE ILIAC/FEMORAL ACCESS COMPATIBLE WITH REQUIRED DELIVERY SYSTEMS (A DIAMETER OF >= 7 MM). 2) NON-ANEURYSMAL AORTIC NECK BETWEEN RENAL ARTERIES AND ANEURYSM. 3) AORTIC LENGTH >= 1.0 CM LONGER THAN BODY PORTION OF CHOSEN BIFURCATED MODEL. 4) COMMON ILIAC ARTERY DISTAL FIXATION SITE.","Catheter system and methods of using same. A modular catheter system including a sheath projecting distally from a delivery catheter having a main body module. An inner core module carrying a stent thereon, the inner core being axially movable through the main body of the delivery catheter and the delivery catheter sheath, a handle member supported by the main body of the delivery catheter, the handle member being selectively axially engageable with the inner core such that the handle member and the inner core move together in an axial direction when the handle member is engaged with the inner core; and an adjustment member supported by the main body, the adjustment member being configured such that rotation of the adjustment member causes the adjustment member to move axially along the main body by either axially sliding the handle member relative to the main body or by rotating the adjustment member.",1
P030045,9393134,"STENT, ILIAC. INTRASTENT DOUBLESTRUT STENT. IMPROVING LUMINAL DIAMETER IN PATIENTS WITH SYMPTOMATIC A ROSCLEROTIC DISEASE OF COMMON AND/OR EXTERNAL ILIAC ARTERIES UP TO 100 MM IN LENGTH, WITH A REFERENCE VESSEL DIAMETER OF 5 TO 10 MM.","Laser system and processing conditions for manufacturing bioabsorbable stents. The present invention involves laser machining polymer substrates to form a stent with laser parameters that minimize damage to the substrate in a surface region adjacent to the machined edge surface. The wavelength and pulse width are selected for this unique application and they can be controlled to minimize the surface modifications (such as voids, cracks which are induced by the laser-material interaction) which contribute to the variation in mechanical properties with distance from the edge surface, bulk mechanical properties, or a combination thereof.",0
P990054,5855560,"Cardiac Ablation Percutaneous Catheter. Chilli Cooled Ablation System is indicated for cardiac electrophysiological mapping, delivering diagnostic pacing stimuli, RF ablation of mappable ventricular tachycardias attributable to ischemic heart disease or cardiomyopathy in patients who have failed drug rapy. In addition, Chilli Ca ter with Tracking is used with Arrhythmia Mapping and Tracking System to provide ca ter location information.","Catheter tip assembly.  An electrode tip assembly for a catheter is bendable under the control of the user. The distal tip portion of the assembly is progressively less resistant to bending than the remaining portions. The variable stiffness is provided by tapering the width or thickness of a bendable spring component or otherwise providing a progressive change in bending characteristics by notching, dimpling or stepping the thickness of the spring. ",1
P150022,8778375,"Device, Hemostasis, Vascular. Closer Vascular Sealing System (VSS). percutaneous closure of femoral artery access sites while reducing times to hemostasis and ambulation as compared to Performance Goals in patients who have undergone diagnostic or interventional endovascular procedures utilizing 5, 6 and 7 Fr procedural sheaths.","Amorphous poly(D,L-lactide) coating. Implantable devices formed of or coated with a material that includes an amorphous poly(D,L-lactide) formed of a starting material such as meso-D,L-lactide are provided. The implantable device can be used for the treatment, mitigation, prevention, or inhibition of a disorder such as atherosclerosis, thrombosis, restenosis, hemorrhage, vascular dissection or perforation, vascular aneurysm, vulnerable plaque, chronic total occlusion, patent foramen ovale, claudication, anastomotic proliferation for vein and artificial grafts, bile duct obstruction, ureter obstruction, tumor obstruction, or combinations thereof.",0
P120006,8167927,"SYSTEM, ENDOVASCULAR GRAFT, AORTIC ANEURYSM TREATMENT. OVATION ABDOMINAL STENT GRAFT SYSTEM. TREATMENT OF PATIENTS WITH ABDOMINALAORTIC ANEURYSMS HAVING VASCULAR MORPHOLOGY SUITABLE FOR ENDOVASCULAR REPAIR, INCLUDING, 1) ADEQUATE ILIAC/FEMORAL ACCESS COMPATIBLE WITH VASCULAR ACCESS TECHNIQUES, DEVICES, AND/OR ACCESSORIES; 2) NON-ANEURYSMAL PROXIMAL AORTIC NECK, A) WITH A LENGTH OF AT LEAST 7 MM PROXIMAL TO ANEURYSM; B) WITH AN INNER WALL DIAMETER OF NO LESS THAN 16 MM AND NO GREATER THAN 30 MM; AND C) WITH AN AORTIC ANGLE OF <= 60 DEGREES IF PROXIMAL NECK IS >= 10 MM AND <=45 DEGREES IF PROXIMAL NECK IS <10 MM. 3) ADEQUATE DISTAL ILIAC LANDING ZONE, A) WITH A LENGTH OF AT LEAST 10 MM; AND WITH AN INNER WALL DIAMETER OF NO LESS THAN 8 MM AND NO GREATER THAN 20 MM.","Barbed radially expandable stent. The present application is directed to a stent, and more particularly to a radially self-expandable metallic stent, including a serpentine configuration having a plurality of struts and having a plurality of proximal and distal apices; and a barb integrally formed as an extension of each strut and extending outwardly from a position on each strut; where the barb has an elevation angle with respect to a longitudinal axis of a strut from which the barb extends of about 10 degrees to about 45 degrees.",1
P970002,5957842,"HEART-VALVE, MECHANICAL. Monostrut(TM) Cardiac Valve Pros sis. replacement of malfunctioning native or pros tic mitral (sizes 27, 29, 31, and 33 mm) or aortic (sizes 21, 23, 25, 27, 29, 31, and 33 mm) heart valves.","High resolution intravascular signal detection.  A system for detecting electrical activity within a patient's heart comprising an elongated intravascular device, such as a catheter or guidewire, having a plurality of sensing electrodes on a distal section of the elongated device to detect electrical activity from within a blood vessel of the patient's heart. The intravascular device has a first compact array with a relatively small interelectrode spacing, such as less than 2 mm, and may have a second electrode array with an interelectrode spacing much greater than the interelectrode spacing in the first array. The second electrode array may used to detect the general region of the arrhythmogenic tissue and the first electrode array is used to provide a high resolution of the electrical detection to more accurately pinpoint the location of the arrhythmogenic site. When the general region of the arrhythmogenic focus in known an intravascular device having a single array of electrodes with an interelectrode spacing of less than 2 mm m",0
P150003,7785653,"Coronary Drug-Eluting Stent. SYNERGY EVEROLIMUS-ELUTING PLATINUM CHROMIUM CORONARY STENT SYSTEM. IMPROVING LUMINAL DIAMETER IN PATIENTS WITH SYMPTOMATIC HEART DISEASE, STABLEANGINA, UNSTABLE ANGINA, NON-ST ELEVATION MI OR DOCUMENTED SILENT ISCHEMIA DUE TO A ROSCLEROTIC LESIONS IN NATIVE CORONARY ARTERIES >=2.25 MM TO <=4.0 MM IN DIAMETER IN LESIONS <=34 MM IN LENGTH.",Method and apparatus for loading a beneficial agent into an expandable medical device. The present invention relates to method and apparatus for dispensing a beneficial agent into an expandable medical device. The method includes the step of placing an expandable medical device on a support and dispensing a beneficial agent into a plurality of openings in the medical device with a shield gas for controlling a local environment surrounding the dispenser.,0
P010049,11369394,"Device, Hemostasis, Vascular. QUICKSEAL FEMORAL ARTERIAL CLOSURE SYSTEM. DELIVERY OF GELFOAM FOR EXTRAVASCULAR CLOSURE OF FEMORAL ARTERY ACCESS SITE. USE IN REDUCING TIME TO HEMOSTASIS AT FEMORAL ARTERY PUNCTURE SITES AND IN REDUCING TIME TO AMBULATION IN PATIENTS WHO HAVE UNDERGONE DIAGNOSTIC OR INTERVENTIONAL PROCEDURES USING 8 FRENCH OR SMALLER PROCEDURAL SHEATHS. DEVICE REDUCES TIME TO ELIGIBILITY FOR HOSPITAL DISCHARGE IN PATIENTS WHO HAVE UNDERGONE DIAGNOSTIC OR INTERVENTIONAL PROCEDURES AND REDUCES TIME TO ACTUAL HOSPITAL DISCHARGE IN PATIENTS WHO HAVE UNDERGONE DIAGNOSTIC PROCEDURES.","Rotatable connection between an intervention member and a manipulation member of an endovascular device. A medical device, configured to perform an endovascular therapy, e.g., thrombectomy, can comprise an elongate manipulation member having a first connection member proximate a distal end of the elongate manipulation member, and an intervention member having a second connection member proximate a proximal end of the intervention member. The second connection member can be connected to the first connection member such that the first connection member can rotate relative to the second connection member.",0
P840040,10154800,"Catheters, Transluminal Coronary Angioplasty, Percutaneous. 2 Classification; PTCA balloon ca ter; PTCA ca ter; Standard PTCA Ca ter - 1 Identification b Cutting/scoring PTCA Ca ter - 1 Identification; balloon; ca ter features; coronary ischemia; cutting/scoring PTCA ca ter; fluoroscopic visualization; graft stenosis; high pressure balloon resistant lesion; myocardial perfusion; premarket; single double lumen shaft type; § 870.1e",Systems and methods for registration of a medical device using a reduced search space. A method comprises identifying connected anatomical structures in stored images of a patient anatomy and generating a plurality of cylindrical linkage elements representing the connected anatomical structures. The method also comprises receiving tracking data corresponding to a point on an instrument positioned within at least one of the connected anatomical structures; and matching the point on the instrument to one of the plurality of cylindrical linkage elements.,0
P060025,5273545,"Heart-Valve, Non-Allograft Tissue. ATS 3F AORTIC BIOPROS SIS, MODEL 1000 (SIZES 21, 23, 25, 27 AND 29 MM). REPLACEMENT OF DISEASED, DAMAGED, OR MALFUNCTIONING NATIVE OR PROS TIC AORTIC VALVES.","Endoscopic cannula with tricuspid leaf valve.  A laparoscopic cannula having at its proximal end a resilient end seal carrying a resilient tri-cuspid valve. The valve is passive, yet allows sealing of a body cavity in surgical procedures to prevent fluid flow between the atmosphere and the body cavity, both when an instrument is carried within the cannula and when the cannula is not being used for passage of an instrument to the body. ",0
P220013,10967150,"Catheter, Percutaneous, Cardiac Ablation, For Treatment Of Atrial Fibrillation. TactiFle Ablation Ca ter, Sensor Enabled. use in cardiac electrophysiological mapping and for treatment of drug refractory recurrent symptomatic paroxysmal atrial fibrillation and concomitant atrial flutter","Deflectable catheter shaft section. A deflectable catheter shaft section is disclosed comprising an elongated body extending along a longitudinal axis with a distal end and a proximal end. First and second pull wires can extend along the elongated body and can have a proximal end and a distal end. First and second pull wire liners can be disposed over a portion of one of the first and second pull wires, respectively. Each of the first and second pull wires can have a proximal end and a distal end. A first gap can exist between the proximal end of the first pull wire liner and the proximal end of the elongated body and a second gap can exist between the proximal end of the second pull wire liner and the proximal end of the elongated body.",1
P200039,10682178,"Shockwave Intravascular Lithotripsy System. Shockwave Intravascular Lithotripsy (IVL) System with Shockwave C2 Coronary Intravascular Lithotripsy (IVL) Ca ter. Shockwave Intravascular Lithotripsy (IVL) System with Shockwave C2 IVL Coronary Ca ter is indicated for lithotripsy-enabled, low-pressure balloon dilatation of severely calcified, stenotic de novo coronary arteries prior to stenting.",Shock wave balloon catheter with multiple shock wave sources. An apparatus includes a balloon adapted to be placed adjacent a calcified region of a body. The balloon is inflatable with a liquid. The apparatus further includes a shock wave generator within the balloon that produces shock waves that propagate through the liquid for impinging upon the calcified region adjacent the balloon. The shock wave generator includes a plurality of shock wave sources distributed within the balloon.,1
P190027,10213329,"Scaffold, Dissection Repair. use in mid/distal popliteal, tibial and peroneal arteries, ranging in diameter from 1.5 mm to 4.5 mm, for repair of post percutaneous transluminal balloon angioplasty (PTA) dissection(s).","Evertable sheath devices, systems, and methods. The present disclosure comprises devices, systems, and methods having an inverted sheath configured to cover, and in some instances constrain, a medical device and to retract through eversion, thus enabling the deployment of medical device at the treatment site. A constraining sheath can evert hydraulically. A constraining sheath can be configured to neck down a medical device to achieve a lower delivery profile. Furthermore, a constraining sheath can comprise a balloon to expand or positionally or structurally adjust a medical device.",0
P960042,5415637,"DEVICE, REMOVAL, PACEMAKER ELECTRODE, PERCUTANEOUS. 12 French Laser Sheath Kit which consists of 12 French Laser Sheath (Model 500-001) and Fish Tape accessory. use as an adjunct to conventional lead extraction tools in patients suitable for transvenous removal of chronically implanted pacing or defibrillator leads constructed with silicone or polyurethane outer insulation.","Temporary stenting catheter with drug delivery capabilities.  An intravascular catheter having an expandable region formed of hypotubes mounted on the distal end of a tubular member that is capable of delivering a drug to the artery and radial expansion and contraction by means of a control wire. Each of the hypotubes has at least one surface aperture and the lumen of each of the hypotubes is in fluid communication with a drug delivery lumen. A therapeutic drug is injected into the patient's vasculature through the apertures in the hypotubes. The catheter is particularly adapted to hold open an artery after a vascular procedure therein such as a balloon angioplasty or other types of vascular procedures, and if desired to introduce a drug to the site of the vascular procedure. ",0
P850089,6979343,Permanent Defibrillator Electrodes. ,"Rolled tip recovery catheter. A distal tip for use with a medical catheter. The tip includes a member having a wall which defines a lumen therewithin. The wall has a portion at a distal end thereof, the portion curving inwardly toward an axis of the lumen. The lumen is provided with a diameter adaptable to accommodate a device to be recovered therewithin.",0
P110028,7303798,"STENT, ILIAC. ABSOLUTE PRO VASCULAR SELF-EXPANDING STENT SYSTEM. IMPROVING LUMINAL DIAMETER IN PATIENTS WITH DE NOVO OR RESTENOTIC A ROSCLEROTIC LESIONS IN NATIVE COMMON ILIAC ARTERY AND NATIVE EXTERNAL ILIAC ARTERY WITH REFERENCE VESSEL DIAMETERS BETWEEN 4.3 MM AND 9.1 MM AND LESIONS LENGTHS UP TO 90 MM.","Polymeric marker with high radiopacity for use in medical devices. High radiopacity is achieved in a polymeric marker by combining a polymeric resin, a powdered radiopaque agent having uniformly shaped particles of a specific particle size distribution and a wetting agent. The method to produce the marker calls for the blending and pelletization of these materials followed by extrusion onto support beading. The resulting supported tubing is subsequently cut to length with the beading still in place. After ejection of the beading remnant the marker is slipped into place on the device to be marked and attached by melt bonding. Marking of a guidewire allows lesions to be measured while the marking of balloon catheters allow the balloon to be properly positioned relative to a lesion.",1
P200039,8956374,"Shockwave Intravascular Lithotripsy System. Shockwave Intravascular Lithotripsy (IVL) System with Shockwave C2 Coronary Intravascular Lithotripsy (IVL) Ca ter. Shockwave Intravascular Lithotripsy (IVL) System with Shockwave C2 IVL Coronary Ca ter is indicated for lithotripsy-enabled, low-pressure balloon dilatation of severely calcified, stenotic de novo coronary arteries prior to stenting.","Shockwave balloon catheter system. A system for breaking obstructions in body lumens includes a catheter including an elongated carrier, a balloon about the carrier in sealed relation thereto, the balloon being arranged to receive a fluid therein that inflates the balloon, and an arc generator including at least one electrode within the balloon that forms a mechanical shock wave within the balloon. The system further includes a power source that provides electrical energy to the arc generator.",1
P880055,4859859,"Catheters, Transluminal Coronary Angioplasty, Percutaneous. 2 Classification; PTCA balloon ca ter; PTCA ca ter; Standard PTCA Ca ter - 1 Identification b Cutting/scoring PTCA Ca ter - 1 Identification; balloon; ca ter features; coronary ischemia; cutting/scoring PTCA ca ter; fluoroscopic visualization; graft stenosis; high pressure balloon resistant lesion; myocardial perfusion; premarket; single double lumen shaft type; § 870.1e","Gas analyzers.  Gas analyzers of the non-dispersive infrared radiation type which are designed to measure the concentration of one gas in a mixture of gases containing that gas. A novel, electrically modulated, stable, thick film infrared radiation emitter is employed to emit a beam of collimated, focused energy; and two electrically biased detectors are preferably used so that a ratioed, error eliminating output signal can be supplied to the failsafe, signal processing circuitry of the analyzer. The latter, and a conventional analog-to-digital convertor, supply information to a microcomputer which: (1) turns the infrared radiation emitter on and off; (2) controls a heater which keeps the infrared radiation detectors at a constant, precise temperature; and (3) controls displays of a variety of information concerning the gas being measured and the status of the gas analyzer. The microcomputer also accepts ambient temperature, barometric pressure, and other compensation factors. Typically, a disposable",0
